height,weight,age,isManOfTheMatch,isActive,playedPositions,playedPositionsShort,teamRegionName,regionCode,tournamentShortName,apps,subOn,assistCross,assistCorner,assistThroughball,assistFreekick,assistThrowin,assistOther,name,firstName,lastName,playerId,positionText,teamId,teamName,seasonId,seasonName,isOpta,tournamentId,tournamentRegionId,tournamentRegionCode,tournamentRegionName,tournamentName,rating,minsPlayed,assist,ranking
178,64,27,false,true,-DL-ML-,"D(L),M(L)",England,gb-sct,EPL,38,0,4,2,0,0,0,3,Andrew Robertson,Andrew,Robertson,115726,Defender,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.877894736842106,3386,7,104
178,65,19,false,true,-DL-MC-ML-MR-,"D(L),M(CLR)",England,gb-eng,EPL,32,0,1,0,0,0,0,2,Bukayo Saka,Bukayo,Saka,367185,Midfielder,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.877500000000002,2562,3,105
180,65,29,false,true,-DMC-,DMC,England,it,EPL,28,0,0,0,0,0,0,1,Jorginho,Jorge Luiz,Frello Filho,106968,Midfielder,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.875357142857142,2014,1,106
188,77,33,false,true,-DC-DL-,D(CL),England,gb-nir,EPL,28,0,0,0,0,0,0,2,Jonny Evans,Jonny,Evans,22079,Defender,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.872857142857144,2476,2,107
190,80,31,false,true,-DC-DMC-,"D(C),DMC",England,ma,EPL,27,0,0,0,0,0,0,0,Romain Saïss,Romain,Saïss,236519,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.868888888888889,2408,0,108
183,81,30,false,true,-DL-DR-MC-ML-MR-,"D(LR),M(CLR)",England,gb-nir,EPL,38,0,0,0,0,0,0,2,Stuart Dallas,Stuart,Dallas,134143,Midfielder,19,Leeds,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.86605263157895,3411,2,109
183,68,21,false,true,-ML-MR-,M(LR),England,gb-eng,EPL,36,0,4,2,0,1,0,1,Dwight McNeil,Dwight,McNeil,357427,Midfielder,184,Burnley,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.865277777777778,3071,5,110
191,76,29,false,true,-GK-,GK,England,gb-eng,EPL,32,0,0,0,0,0,0,0,Nick Pope,Nick,Pope,105720,Goalkeeper,184,Burnley,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.864687499999999,2880,0,111
181,76,24,false,true,-MC-,M(C),England,fr,EPL,33,0,0,0,2,0,0,0,Tanguy Ndombele,Tanguy,Ndombele,321389,Midfielder,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.85969696969697,2108,2,112
195,94,26,false,true,-DC-,D(C),England,co,EPL,24,0,0,0,0,0,0,0,Yerry Mina,Yerry,Mina,318432,Defender,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.859583333333332,1939,0,113
168,68,30,false,true,-DMC-,DMC,England,fr,EPL,30,0,0,0,0,0,0,2,N'Golo Kanté,N'Golo,Kanté,114075,Midfielder,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.857666666666669,2146,2,114
186,81,32,false,true,-DC-DR-,D(CR),England,be,EPL,25,0,0,0,0,0,0,0,Toby Alderweireld,Toby,Alderweireld,69933,Defender,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.8552,2241,0,115
179,70,24,false,true,-MC-ML-,M(CL),England,es,EPL,25,0,0,0,0,0,0,3,Dani Ceballos,Dani,Ceballos,144890,Midfielder,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.854399999999999,1616,3,116
181,73,25,false,true,-AMR-FW-,"AM(R),FW",England,bf,EPL,36,0,3,0,0,1,0,3,Bertrand Traoré,Bertrand,Traoré,109807,Forward,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.851666666666667,2338,6,117
185,75,23,false,true,-DC-DR-,D(CR),England,gb-eng,EPL,1,0,0,0,0,0,0,0,Fikayo Tomori,Fikayo,Tomori,317507,Defender,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.85,45,0,118
179,70,32,false,true,-DC-DL-DR-,D(CLR),England,ch,EPL,2,0,0,0,0,0,0,0,Gaetano Berardi,Gaetano,Berardi,52407,Defender,19,Leeds,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.85,114,0,119
178,78,27,false,true,-MC-ML-,M(CL),England,hr,EPL,27,0,0,0,0,0,0,1,Mateo Kovacic,Mateo,Kovacic,93894,Midfielder,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.844074074074074,1820,1,120
186,84,30,false,true,-MC-MR-,M(CR),England,gb-sct,EPL,10,0,0,0,0,0,0,1,Tom Cairney,Tom,Cairney,79583,Midfielder,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.843999999999999,759,1,121
184,75,29,false,true,-DC-DR-MR-,"D(CR),M(R)",England,nl,EPL,28,0,0,0,0,0,0,1,Joël Veltman,Joël,Veltman,110290,Defender,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.84392857142857,2283,1,122
190,83,32,false,true,-GK-,GK,England,sk,EPL,13,0,0,0,0,0,0,0,Martin Dúbravka,Martin,Dúbravka,46092,Goalkeeper,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.843846153846155,1170,0,123
175,64,24,false,true,-DL-MC-MR-,"D(L),M(CR)",England,ua,EPL,20,0,0,0,0,0,0,0,Oleksandr Zinchenko,Oleksandr,Zinchenko,273257,Defender,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.842500000000001,1474,0,124
183,70,23,false,true,-DL-ML-,"D(L),M(L)",England,us,EPL,28,0,0,0,0,0,0,0,Antonee Robinson,Antonee,Robinson,306581,Defender,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.842142857142854,2162,0,125
185,82,24,false,true,-AMC-FW-,"AM(C),FW",England,ng,EPL,25,0,1,0,0,0,0,1,Kelechi Iheanacho,Kelechi,Iheanacho,289253,Forward,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.8404,1458,2,126
191,83,21,false,true,-GK-,GK,England,pt,EPL,1,0,0,0,0,0,0,0,João Virgínia,João Manuel,Neves Virgínia,362852,Goalkeeper,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.84,47,0,127
188,70,27,false,true,-DC-DL-,D(CL),England,nl,EPL,1,0,0,0,0,0,0,0,Terence Kongolo,Terence,Kongolo,109117,Defender,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.84,90,0,128
181,76,25,false,true,-AML-AMR-FW-,"AM(LR),FW",England,fr,EPL,22,0,0,0,1,0,0,2,Anthony Martial,Anthony,Martial,122366,Forward,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.837272727272725,1488,3,129
178,75,33,false,true,-MC-ML-MR-,M(CLR),England,gb-sct,EPL,18,0,0,0,0,0,0,2,James McArthur,James,McArthur,20339,Midfielder,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.837222222222223,1471,2,130
192,88,29,false,true,-DC-,D(C),England,gb-eng,EPL,33,0,0,0,0,0,0,0,Lewis Dunk,Lewis,Dunk,86441,Defender,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.836666666666669,2933,0,131
173,62,24,false,true,-DR-,D(R),England,gb-eng,EPL,30,0,1,0,0,0,0,1,Kyle Walker-Peters,Kyle,Walker-Peters,313672,Defender,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.836666666666668,2649,2,132
178,73,28,false,true,-AMC-FW-,"AM(C),FW",England,gb-eng,EPL,29,0,1,0,0,0,0,3,Danny Ings,Danny,Ings,91762,Forward,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.835172413793105,2185,4,133
180,66,29,false,true,-FW-,FW,England,gb-eng,EPL,26,0,0,0,0,0,0,5,Callum Wilson,Callum,Wilson,134115,Forward,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.835000000000002,2086,5,134
180,71,26,false,true,-AML-AMR-,AM(LR),England,eg,EPL,21,0,0,0,0,0,0,1,Trézéguet,Mahmoud Ahmed Ibrahim,Hassan,313545,Midfielder,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.8342857142857145,1166,1,135
185,80,25,false,true,-DR-ML-MR-,"D(R),M(LR)",England,be,EPL,27,0,1,0,0,0,0,2,Timothy Castagne,Timothy,Castagne,141169,Defender,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.824444444444445,2346,3,136
181,78,30,false,true,-FW-MC-MR-,"M(CR),FW",England,de,EPL,34,0,5,3,0,0,0,3,Pascal Groß,Pascal,Groß,71824,Midfielder,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.819117647058823,2482,8,137
188,78,27,false,true,-DC-DMC-DR-,"D(CR),DMC",England,br,EPL,30,0,0,0,0,0,0,0,Fabinho,Fabio Henrique,Tavares,115916,Midfielder,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.817333333333331,2565,0,138
183,75,29,false,true,-AMC-AML-AMR-,AM(CLR),England,gb-sct,EPL,33,0,2,0,0,0,0,3,Stuart Armstrong,Stuart,Armstrong,93677,Midfielder,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.8157575757575755,2774,5,139
182,67,31,false,true,-DC-MC-ML-MR-,"D(C),M(CLR)",England,gb-eng,EPL,21,0,0,0,0,0,0,1,Jordan Henderson,Jordan,Henderson,68659,Midfielder,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.815714285714286,1708,1,140
170,66,31,false,true,-DC-DL-ML-,"D(CL),M(L)",England,gb-eng,EPL,36,0,6,3,0,3,0,1,Aaron Cresswell,Aaron,Cresswell,68049,Defender,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.812777777777778,3172,8,141
191,81,29,false,true,-FW-,FW,England,nz,EPL,33,0,0,0,0,0,0,3,Chris Wood,Chris,Wood,73380,Forward,184,Burnley,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.811212121212121,2750,3,142
0,0,22,false,true,-AMC-AML-AMR-,AM(CLR),England,ng,EPL,34,0,2,1,1,1,0,3,Eberechi Eze,Eberechi,Eze,332403,Midfielder,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.811176470588236,2565,6,143
180,80,24,false,true,-DMC-,DMC,England,pt,EPL,36,0,0,0,0,0,0,1,Rúben Neves,Rúben Diogo,da Silva Neves,238244,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.808888888888891,2680,1,144
179,67,36,false,true,-DC-DMC-DR-,"D(CR),DMC",England,br,EPL,21,0,1,0,0,0,0,1,Fernandinho,Fernando,Luiz Rosa,19119,Midfielder,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.807619047619048,1185,2,145
180,75,25,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,de,EPL,35,0,0,0,1,0,0,7,Timo Werner,Timo,Werner,130903,Forward,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.807428571428571,2608,8,146
0,0,21,false,true,-DC-DMC-,"D(C),DMC",England,nl,EPL,27,0,0,0,0,0,0,0,Pascal Struijk,Pascal,Struijk,355609,Defender,19,Leeds,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.806296296296297,2074,0,147
196,77,28,false,true,-DC-DL-,D(CL),England,gb-eng,EPL,36,0,1,0,0,0,0,1,Tyrone Mings,Tyrone,Mings,123167,Defender,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.8050000000000015,3195,2,148
184,80,29,false,true,-MC-,M(C),England,gb-eng,EPL,30,0,2,2,0,0,0,1,Jonjo Shelvey,Jonjo,Shelvey,40027,Midfielder,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.8036666666666665,2617,3,149
171,61,26,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,be,EPL,35,0,3,1,0,0,0,2,Leandro Trossard,Leandro,Trossard,113994,Forward,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.802571428571429,2622,5,150
187,82,25,false,true,-DC-DMC-,"D(C),DMC",England,dk,EPL,17,0,0,0,0,0,0,0,Andreas Christensen,Andreas,Christensen,130331,Defender,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.79764705882353,1375,0,151
192,90,25,false,true,-DC-,D(C),England,dk,EPL,31,0,0,0,0,0,0,1,Joachim Andersen,Joachim,Andersen,231135,Defender,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7945161290322575,2730,1,152
190,88,30,false,true,-GK-,GK,England,gb-eng,EPL,25,0,0,0,0,0,0,0,Karl Darlow,Karl,Darlow,70483,Goalkeeper,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.793999999999999,2250,0,153
182,66,26,false,true,-DC-DMC-DR-,"D(CR),DMC",England,gb-eng,EPL,10,0,1,0,0,0,0,1,Calum Chambers,Calum,Chambers,124316,Defender,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.793000000000001,752,2,154
189,75,25,false,true,-DC-DR-,D(CR),England,gb-eng,EPL,30,0,0,0,0,0,0,1,Rob Holding,Rob,Holding,288795,Defender,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.785333333333335,2558,1,155
188,90,26,false,true,-AML-AMR-FW-,"AM(LR),FW",England,nl,EPL,28,0,0,0,0,0,0,0,Anwar El Ghazi,Anwar,El Ghazi,232261,Midfielder,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.783214285714284,1617,0,156
180,62,30,false,true,-MC-,M(C),England,ie,EPL,4,0,1,0,0,1,0,0,Conor Hourihane,Conor,Hourihane,134172,Midfielder,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7825,228,1,157
184,75,28,false,true,-MC-,M(C),England,fr,EPL,29,0,0,0,0,0,0,3,Abdoulaye Doucouré,Abdoulaye,Doucouré,116317,Midfielder,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.780689655172415,2452,3,158
173,0,18,false,true,,Forward,England,,EPL,3,0,0,0,0,0,0,1,Amad,Amad,Diallo,386634,Forward,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.78,167,1,159
178,67,25,false,true,-MC-ML-MR-,M(CLR),England,es,EPL,33,0,0,0,1,1,0,2,Pablo Fornals,Pablo,Fornals,297203,Midfielder,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7772727272727264,2583,4,160
187,80,32,false,true,-FW-MC-ML-MR-,"M(CLR),FW",England,ga,EPL,29,0,0,0,0,0,0,3,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,44120,Forward,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.776896551724137,2337,3,161
183,74,23,false,true,-DC-DL-DR-,D(CLR),England,gb-eng,EPL,31,0,0,0,1,0,0,1,Ben Godfrey,Ben,Godfrey,287504,Defender,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.776774193548386,2683,2,162
175,70,24,false,true,-AMC-AML-FW-,"AM(CL),FW",England,gb-sct,EPL,36,0,0,0,3,0,0,2,Che Adams,Che,Adams,256419,Forward,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.772777777777777,2675,5,163
191,75,26,false,true,-DC-,D(C),England,gb-eng,EPL,29,0,0,0,0,0,0,0,Adam Webster,Adam,Webster,109922,Defender,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.771724137931034,2595,0,164
185,70,30,false,true,-DC-,D(C),England,gb-eng,EPL,30,0,0,0,0,0,0,1,Kyle Bartley,Kyle,Bartley,71327,Defender,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7713333333333345,2584,1,165
182,79,20,false,true,-AMC-AML-,AM(CL),England,gb-eng,EPL,20,0,0,0,0,0,0,4,Emile Smith Rowe,Emile,Smith Rowe,363686,Midfielder,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.771000000000001,1448,4,166
173,73,30,false,true,-DMC-,DMC,England,br,EPL,24,0,0,0,0,0,0,0,Allan,Allan,Marques Loureiro,82438,Midfielder,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.769583333333334,2052,0,167
178,70,31,false,true,-DC-DR-MR-,"D(CR),M(R)",England,gb-eng,EPL,24,0,0,0,0,0,1,0,Kyle Walker,Kyle,Walker,69778,Defender,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7683333333333335,1947,1,168
180,69,25,false,true,-MC-MR-,M(CR),England,gb-eng,EPL,33,0,0,0,0,0,0,1,Josh Brownhill,Josh,Brownhill,138929,Midfielder,184,Burnley,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.760000000000002,2816,1,169
191,86,27,false,true,-DC-DL-,D(CL),England,es,EPL,16,0,0,0,0,0,0,0,Aymeric Laporte,Aymeric,Laporte,122117,Defender,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7593749999999995,1343,0,170
184,77,21,false,true,-AML-AMR-FW-,"AM(LR),FW",England,es,EPL,24,0,0,0,0,0,0,2,Ferran Torres,Ferran,Torres,349760,Forward,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.755416666666666,1306,2,171
183,73,26,false,true,-AML-AMR-FW-,"AM(LR),FW",England,ci,EPL,29,0,1,0,0,0,0,0,Nicolas Pépé,Nicolas,Pépé,239872,Forward,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.755172413793104,1614,1,172
189,76,27,false,true,-MC-ML-MR-,M(CLR),England,gb-eng,EPL,24,0,0,0,0,0,0,1,Ross Barkley,Ross,Barkley,92547,Midfielder,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.751666666666668,1537,1,173
188,82,34,false,true,-GK-,GK,England,fr,EPL,38,0,0,0,0,0,0,0,Hugo Lloris,Hugo,Lloris,25604,Goalkeeper,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7505263157894735,3420,0,174
195,92,30,false,true,-DC-,D(C),England,fr,EPL,21,0,0,0,0,0,0,1,Willy Boly,Willy,Boly,97587,Defender,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.74904761904762,1880,1,175
198,87,29,false,true,-DC-DL-ML-,"D(CL),M(L)",England,gb-eng,EPL,27,0,0,0,0,0,0,0,Dan Burn,Dan,Burn,82277,Defender,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.74888888888889,2060,0,176
190,82,27,false,true,-FW-,FW,England,ci,EPL,16,0,0,0,0,0,0,0,Sébastien Haller,Sébastien,Haller,236544,Forward,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.748750000000001,935,0,177
183,77,23,false,true,-DC-DR-,D(CR),England,gb-eng,EPL,36,0,0,0,0,0,0,0,Ezri Konsa,Ezri,Konsa Ngoyo,301440,Defender,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.748055555555556,3193,0,178
175,70,24,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,gb-eng,EPL,38,0,3,3,0,0,0,2,Jarrod Bowen,Jarrod,Bowen,322596,Forward,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.747894736842104,2579,5,179
182,80,29,false,true,-DL-DR-MR-,"D(LR),M(R)",England,ie,EPL,17,0,1,0,0,0,0,1,Matt Doherty,Matt,Doherty,94042,Defender,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.747647058823531,1239,2,180
185,77,28,false,true,-DR-MC-MR-,"D(R),M(CR)",England,gh,EPL,24,0,0,0,1,0,0,1,Thomas Partey,Thomas,Partey,238940,Midfielder,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.74625,1537,2,181
186,81,24,false,true,-AML-AMR-FW-,"AM(LR),FW",England,br,EPL,31,0,0,0,0,0,0,2,Joelinton,Joelinton Cássio,Apolinário de Lira,201755,Forward,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.745161290322579,1990,2,182
172,69,22,false,true,-MC-ML-MR-,M(CLR),England,us,EPL,27,0,1,0,0,0,0,1,Christian Pulisic,Christian,Pulisic,302692,Midfielder,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7444444444444445,1738,2,183
175,74,31,false,true,-ML-MR-,M(LR),England,gb-eng,EPL,31,0,2,2,0,0,0,3,Marc Albrighton,Marc,Albrighton,42147,Midfielder,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.744193548387098,1744,5,184
185,82,25,false,true,-DC-,D(C),England,tr,EPL,23,0,0,0,0,0,0,0,Çaglar Söyüncü,Çaglar,Söyüncü,317998,Defender,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.743043478260868,1816,0,185
195,94,28,false,true,-GK-,GK,England,fr,EPL,36,0,0,0,0,0,0,0,Alphonse Areola,Alphonse,Areola,92516,Goalkeeper,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.742222222222221,3240,0,186
187,89,35,false,true,-DC-DL-ML-,"D(CL),M(L)",England,at,EPL,9,0,0,0,0,0,0,0,Christian Fuchs,Christian,Fuchs,12431,Defender,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.742222222222221,702,0,187
193,85,28,false,true,-GK-,GK,England,gb-eng,EPL,37,0,0,0,0,0,0,1,Sam Johnstone,Sam,Johnstone,105603,Goalkeeper,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.739189189189188,3330,1,188
191,91,28,false,true,-GK-,GK,England,br,EPL,33,0,0,0,0,0,0,0,Alisson,Alisson,Ramses Becker,114147,Goalkeeper,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.733939393939394,2970,0,189
185,82,28,false,true,-DL-MC-,"D(L),M(C)",England,ch,EPL,31,0,0,0,1,0,0,1,Granit Xhaka,Granit,Xhaka,89401,Midfielder,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.73258064516129,2522,2,190
196,80,23,false,true,-DC-DR-,D(CR),England,gb-eng,EPL,33,0,0,0,0,0,0,0,Tosin Adarabioyo,Tosin,Adarabioyo,136464,Defender,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7321212121212115,2954,0,191
191,86,33,false,true,-DC-,D(C),England,it,EPL,28,0,0,0,0,0,0,0,Angelo Ogbonna,Angelo,Ogbonna,23547,Defender,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.728571428571429,2493,0,192
190,78,23,false,true,-DC-,D(C),England,br,EPL,23,0,0,0,0,0,0,0,Gabriel Magalhães,Gabriel,dos Santos Magalhães,334087,Defender,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.72782608695652,1997,0,193
182,76,20,false,true,-ML-MR-,M(LR),England,gb-eng,EPL,23,0,0,0,0,0,0,3,Callum Hudson-Odoi,Callum,Hudson-Odoi,350088,Forward,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.726956521739131,1060,3,194
0,0,20,false,true,-DR-MR-,"D(R),M(R)",England,gb-eng,EPL,11,0,0,0,0,0,0,1,Tariq Lamptey,Tariq,Lamptey,386979,Defender,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.725454545454546,891,1,195
183,74,33,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,ie,EPL,35,0,0,0,0,0,0,1,David McGoldrick,David,McGoldrick,18501,Forward,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.724857142857143,2402,1,196
181,70,19,false,true,-AMR-FW-,"AM(R),FW",England,gb-eng,EPL,31,0,1,0,0,0,0,1,Mason Greenwood,Mason,Greenwood,367782,Forward,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.71967741935484,1826,2,197
178,68,22,false,true,-AMC-AMR-,AM(CR),England,no,EPL,14,0,1,0,0,0,0,1,Martin Ødegaard,Martin,Ødegaard,247454,Midfielder,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.718571428571429,866,2,198
178,68,24,false,true,-DL-ML-,"D(L),M(L)",England,es,EPL,27,0,3,0,0,0,0,0,Sergio Reguilón,Sergio,Reguilón,362275,Defender,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7162962962962975,2249,3,199
168,62,28,false,true,-DL-ML-,"D(L),M(L)",England,gb-eng,EPL,25,0,1,0,0,0,0,1,Conor Townsend,Conor,Townsend,108640,Defender,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7156,2235,2,200
186,86,21,false,true,-DC-,D(C),England,tr,EPL,9,0,0,0,0,0,0,0,Ozan Kabak,Ozan,Kabak,356743,Defender,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.715555555555557,803,0,201
180,78,32,false,true,-DL-DR-MR-,"D(LR),M(R)",England,gb-eng,EPL,34,0,0,0,0,0,0,1,Matthew Lowton,Matthew,Lowton,80067,Defender,184,Burnley,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.714999999999999,3060,1,202
193,87,27,false,true,-DC-,D(C),England,es,EPL,10,0,0,0,0,0,0,0,Pablo Marí,Pablo,Marí,141032,Defender,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.714,900,0,203
198,89,31,false,true,-GK-,GK,England,se,EPL,7,0,0,0,0,0,0,0,Robin Olsen,Robin,Olsen,41554,Goalkeeper,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7128571428571435,630,0,204
191,87,32,false,true,-GK-,GK,England,gb-eng,EPL,1,0,0,0,0,0,0,0,David Button,David,Button,34388,Goalkeeper,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.71,90,0,205
188,82,29,false,true,-DC-,D(C),England,py,EPL,14,0,0,0,0,0,0,0,Fabián Balbuena,Fabián,Balbuena,282871,Defender,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.708571428571429,1198,0,206
0,0,20,false,true,-DC-,D(C),England,gb-eng,EPL,9,0,0,0,0,0,0,0,Rhys Williams,Rhys,Williams,401782,Defender,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.706666666666667,661,0,207
180,65,28,false,true,-MC-MR-,M(CR),England,ma,EPL,23,0,2,0,0,1,0,1,Hakim Ziyech,Hakim,Ziyech,115868,Midfielder,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.706521739130435,1180,3,208
189,77,25,false,true,-DC-,D(C),England,pl,EPL,36,0,0,0,0,0,0,1,Jan Bednarek,Jan,Bednarek,136742,Defender,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.701666666666667,3104,1,209
