height,weight,age,isManOfTheMatch,isActive,playedPositions,playedPositionsShort,teamRegionName,regionCode,tournamentShortName,apps,subOn,name,firstName,lastName,playerId,positionText,teamId,teamName,seasonId,seasonName,isOpta,tournamentId,tournamentRegionId,tournamentRegionCode,tournamentRegionName,tournamentName,rating,minsPlayed,yellowCard,redCard,ranking
195,94,26,false,true,-DC-,D(C),England,co,EPL,24,0,Yerry Mina,Yerry,Mina,318432,Defender,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.859583333333332,1939,2,0,113
168,68,30,false,true,-DMC-,DMC,England,fr,EPL,30,0,N'Golo Kanté,N'Golo,Kanté,114075,Midfielder,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.857666666666669,2146,7,0,114
186,81,32,false,true,-DC-DR-,D(CR),England,be,EPL,25,0,Toby Alderweireld,Toby,Alderweireld,69933,Defender,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.8552,2241,2,0,115
179,70,24,false,true,-MC-ML-,M(CL),England,es,EPL,25,0,Dani Ceballos,Dani,Ceballos,144890,Midfielder,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.854399999999999,1616,4,0,116
181,73,25,false,true,-AMR-FW-,"AM(R),FW",England,bf,EPL,36,0,Bertrand Traoré,Bertrand,Traoré,109807,Forward,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.851666666666667,2338,1,0,117
185,75,23,false,true,-DC-DR-,D(CR),England,gb-eng,EPL,1,0,Fikayo Tomori,Fikayo,Tomori,317507,Defender,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.85,45,0,0,118
179,70,32,false,true,-DC-DL-DR-,D(CLR),England,ch,EPL,2,0,Gaetano Berardi,Gaetano,Berardi,52407,Defender,19,Leeds,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.85,114,0,0,119
178,78,27,false,true,-MC-ML-,M(CL),England,hr,EPL,27,0,Mateo Kovacic,Mateo,Kovacic,93894,Midfielder,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.844074074074074,1820,4,0,120
186,84,30,false,true,-MC-MR-,M(CR),England,gb-sct,EPL,10,0,Tom Cairney,Tom,Cairney,79583,Midfielder,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.843999999999999,759,2,0,121
184,75,29,false,true,-DC-DR-MR-,"D(CR),M(R)",England,nl,EPL,28,0,Joël Veltman,Joël,Veltman,110290,Defender,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.84392857142857,2283,3,0,122
190,83,32,false,true,-GK-,GK,England,sk,EPL,13,0,Martin Dúbravka,Martin,Dúbravka,46092,Goalkeeper,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.843846153846155,1170,0,0,123
175,64,24,false,true,-DL-MC-MR-,"D(L),M(CR)",England,ua,EPL,20,0,Oleksandr Zinchenko,Oleksandr,Zinchenko,273257,Defender,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.842500000000001,1474,0,0,124
183,70,23,false,true,-DL-ML-,"D(L),M(L)",England,us,EPL,28,0,Antonee Robinson,Antonee,Robinson,306581,Defender,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.842142857142854,2162,4,1,125
185,82,24,false,true,-AMC-FW-,"AM(C),FW",England,ng,EPL,25,0,Kelechi Iheanacho,Kelechi,Iheanacho,289253,Forward,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.8404,1458,1,0,126
191,83,21,false,true,-GK-,GK,England,pt,EPL,1,0,João Virgínia,João Manuel,Neves Virgínia,362852,Goalkeeper,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.84,47,0,0,127
188,70,27,false,true,-DC-DL-,D(CL),England,nl,EPL,1,0,Terence Kongolo,Terence,Kongolo,109117,Defender,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.84,90,0,0,128
181,76,25,false,true,-AML-AMR-FW-,"AM(LR),FW",England,fr,EPL,22,0,Anthony Martial,Anthony,Martial,122366,Forward,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.837272727272725,1488,0,1,129
178,75,33,false,true,-MC-ML-MR-,M(CLR),England,gb-sct,EPL,18,0,James McArthur,James,McArthur,20339,Midfielder,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.837222222222223,1471,3,0,130
192,88,29,false,true,-DC-,D(C),England,gb-eng,EPL,33,0,Lewis Dunk,Lewis,Dunk,86441,Defender,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.836666666666669,2933,5,2,131
173,62,24,false,true,-DR-,D(R),England,gb-eng,EPL,30,0,Kyle Walker-Peters,Kyle,Walker-Peters,313672,Defender,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.836666666666668,2649,4,0,132
178,73,28,false,true,-AMC-FW-,"AM(C),FW",England,gb-eng,EPL,29,0,Danny Ings,Danny,Ings,91762,Forward,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.835172413793105,2185,1,0,133
180,66,29,false,true,-FW-,FW,England,gb-eng,EPL,26,0,Callum Wilson,Callum,Wilson,134115,Forward,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.835000000000002,2086,2,0,134
180,71,26,false,true,-AML-AMR-,AM(LR),England,eg,EPL,21,0,Trézéguet,Mahmoud Ahmed Ibrahim,Hassan,313545,Midfielder,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.8342857142857145,1166,0,0,135
185,80,25,false,true,-DR-ML-MR-,"D(R),M(LR)",England,be,EPL,27,0,Timothy Castagne,Timothy,Castagne,141169,Defender,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.824444444444445,2346,1,0,136
181,78,30,false,true,-FW-MC-MR-,"M(CR),FW",England,de,EPL,34,0,Pascal Groß,Pascal,Groß,71824,Midfielder,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.819117647058823,2482,3,0,137
188,78,27,false,true,-DC-DMC-DR-,"D(CR),DMC",England,br,EPL,30,0,Fabinho,Fabio Henrique,Tavares,115916,Midfielder,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.817333333333331,2565,6,0,138
183,75,29,false,true,-AMC-AML-AMR-,AM(CLR),England,gb-sct,EPL,33,0,Stuart Armstrong,Stuart,Armstrong,93677,Midfielder,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.8157575757575755,2774,3,0,139
182,67,31,false,true,-DC-MC-ML-MR-,"D(C),M(CLR)",England,gb-eng,EPL,21,0,Jordan Henderson,Jordan,Henderson,68659,Midfielder,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.815714285714286,1708,0,0,140
170,66,31,false,true,-DC-DL-ML-,"D(CL),M(L)",England,gb-eng,EPL,36,0,Aaron Cresswell,Aaron,Cresswell,68049,Defender,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.812777777777778,3172,3,0,141
191,81,29,false,true,-FW-,FW,England,nz,EPL,33,0,Chris Wood,Chris,Wood,73380,Forward,184,Burnley,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.811212121212121,2750,0,0,142
0,0,22,false,true,-AMC-AML-AMR-,AM(CLR),England,ng,EPL,34,0,Eberechi Eze,Eberechi,Eze,332403,Midfielder,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.811176470588236,2565,3,0,143
180,80,24,false,true,-DMC-,DMC,England,pt,EPL,36,0,Rúben Neves,Rúben Diogo,da Silva Neves,238244,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.808888888888891,2680,8,0,144
179,67,36,false,true,-DC-DMC-DR-,"D(CR),DMC",England,br,EPL,21,0,Fernandinho,Fernando,Luiz Rosa,19119,Midfielder,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.807619047619048,1185,6,0,145
180,75,25,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,de,EPL,35,0,Timo Werner,Timo,Werner,130903,Forward,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.807428571428571,2608,2,0,146
0,0,21,false,true,-DC-DMC-,"D(C),DMC",England,nl,EPL,27,0,Pascal Struijk,Pascal,Struijk,355609,Defender,19,Leeds,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.806296296296297,2074,3,0,147
196,77,28,false,true,-DC-DL-,D(CL),England,gb-eng,EPL,36,0,Tyrone Mings,Tyrone,Mings,123167,Defender,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.8050000000000015,3195,4,1,148
184,80,29,false,true,-MC-,M(C),England,gb-eng,EPL,30,0,Jonjo Shelvey,Jonjo,Shelvey,40027,Midfielder,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.8036666666666665,2617,7,0,149
171,61,26,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,be,EPL,35,0,Leandro Trossard,Leandro,Trossard,113994,Forward,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.802571428571429,2622,2,0,150
187,82,25,false,true,-DC-DMC-,"D(C),DMC",England,dk,EPL,17,0,Andreas Christensen,Andreas,Christensen,130331,Defender,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.79764705882353,1375,2,1,151
192,90,25,false,true,-DC-,D(C),England,dk,EPL,31,0,Joachim Andersen,Joachim,Andersen,231135,Defender,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7945161290322575,2730,7,1,152
190,88,30,false,true,-GK-,GK,England,gb-eng,EPL,25,0,Karl Darlow,Karl,Darlow,70483,Goalkeeper,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.793999999999999,2250,3,0,153
182,66,26,false,true,-DC-DMC-DR-,"D(CR),DMC",England,gb-eng,EPL,10,0,Calum Chambers,Calum,Chambers,124316,Defender,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.793000000000001,752,0,0,154
189,75,25,false,true,-DC-DR-,D(CR),England,gb-eng,EPL,30,0,Rob Holding,Rob,Holding,288795,Defender,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.785333333333335,2558,2,0,155
188,90,26,false,true,-AML-AMR-FW-,"AM(LR),FW",England,nl,EPL,28,0,Anwar El Ghazi,Anwar,El Ghazi,232261,Midfielder,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.783214285714284,1617,2,0,156
180,62,30,false,true,-MC-,M(C),England,ie,EPL,4,0,Conor Hourihane,Conor,Hourihane,134172,Midfielder,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7825,228,0,0,157
184,75,28,false,true,-MC-,M(C),England,fr,EPL,29,0,Abdoulaye Doucouré,Abdoulaye,Doucouré,116317,Midfielder,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.780689655172415,2452,6,0,158
173,0,18,false,true,,Forward,England,,EPL,3,0,Amad,Amad,Diallo,386634,Forward,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.78,167,0,0,159
178,67,25,false,true,-MC-ML-MR-,M(CLR),England,es,EPL,33,0,Pablo Fornals,Pablo,Fornals,297203,Midfielder,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7772727272727264,2583,3,0,160
187,80,32,false,true,-FW-MC-ML-MR-,"M(CLR),FW",England,ga,EPL,29,0,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,44120,Forward,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.776896551724137,2337,2,0,161
183,74,23,false,true,-DC-DL-DR-,D(CLR),England,gb-eng,EPL,31,0,Ben Godfrey,Ben,Godfrey,287504,Defender,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.776774193548386,2683,4,0,162
175,70,24,false,true,-AMC-AML-FW-,"AM(CL),FW",England,gb-sct,EPL,36,0,Che Adams,Che,Adams,256419,Forward,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.772777777777777,2675,1,0,163
191,75,26,false,true,-DC-,D(C),England,gb-eng,EPL,29,0,Adam Webster,Adam,Webster,109922,Defender,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.771724137931034,2595,4,0,164
185,70,30,false,true,-DC-,D(C),England,gb-eng,EPL,30,0,Kyle Bartley,Kyle,Bartley,71327,Defender,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7713333333333345,2584,4,0,165
182,79,20,false,true,-AMC-AML-,AM(CL),England,gb-eng,EPL,20,0,Emile Smith Rowe,Emile,Smith Rowe,363686,Midfielder,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.771000000000001,1448,0,0,166
173,73,30,false,true,-DMC-,DMC,England,br,EPL,24,0,Allan,Allan,Marques Loureiro,82438,Midfielder,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.769583333333334,2052,6,0,167
178,70,31,false,true,-DC-DR-MR-,"D(CR),M(R)",England,gb-eng,EPL,24,0,Kyle Walker,Kyle,Walker,69778,Defender,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7683333333333335,1947,1,0,168
180,69,25,false,true,-MC-MR-,M(CR),England,gb-eng,EPL,33,0,Josh Brownhill,Josh,Brownhill,138929,Midfielder,184,Burnley,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.760000000000002,2816,2,0,169
191,86,27,false,true,-DC-DL-,D(CL),England,es,EPL,16,0,Aymeric Laporte,Aymeric,Laporte,122117,Defender,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7593749999999995,1343,1,0,170
184,77,21,false,true,-AML-AMR-FW-,"AM(LR),FW",England,es,EPL,24,0,Ferran Torres,Ferran,Torres,349760,Forward,167,Manchester City,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.755416666666666,1306,1,0,171
183,73,26,false,true,-AML-AMR-FW-,"AM(LR),FW",England,ci,EPL,29,0,Nicolas Pépé,Nicolas,Pépé,239872,Forward,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.755172413793104,1614,1,1,172
189,76,27,false,true,-MC-ML-MR-,M(CLR),England,gb-eng,EPL,24,0,Ross Barkley,Ross,Barkley,92547,Midfielder,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.751666666666668,1537,0,0,173
188,82,34,false,true,-GK-,GK,England,fr,EPL,38,0,Hugo Lloris,Hugo,Lloris,25604,Goalkeeper,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7505263157894735,3420,0,0,174
195,92,30,false,true,-DC-,D(C),England,fr,EPL,21,0,Willy Boly,Willy,Boly,97587,Defender,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.74904761904762,1880,2,0,175
198,87,29,false,true,-DC-DL-ML-,"D(CL),M(L)",England,gb-eng,EPL,27,0,Dan Burn,Dan,Burn,82277,Defender,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.74888888888889,2060,5,0,176
190,82,27,false,true,-FW-,FW,England,ci,EPL,16,0,Sébastien Haller,Sébastien,Haller,236544,Forward,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.748750000000001,935,0,0,177
183,77,23,false,true,-DC-DR-,D(CR),England,gb-eng,EPL,36,0,Ezri Konsa,Ezri,Konsa Ngoyo,301440,Defender,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.748055555555556,3193,3,0,178
175,70,24,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,gb-eng,EPL,38,0,Jarrod Bowen,Jarrod,Bowen,322596,Forward,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.747894736842104,2579,0,0,179
182,80,29,false,true,-DL-DR-MR-,"D(LR),M(R)",England,ie,EPL,17,0,Matt Doherty,Matt,Doherty,94042,Defender,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.747647058823531,1239,2,1,180
185,77,28,false,true,-DR-MC-MR-,"D(R),M(CR)",England,gh,EPL,24,0,Thomas Partey,Thomas,Partey,238940,Midfielder,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.74625,1537,5,0,181
186,81,24,false,true,-AML-AMR-FW-,"AM(LR),FW",England,br,EPL,31,0,Joelinton,Joelinton Cássio,Apolinário de Lira,201755,Forward,23,Newcastle United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.745161290322579,1990,3,0,182
172,69,22,false,true,-MC-ML-MR-,M(CLR),England,us,EPL,27,0,Christian Pulisic,Christian,Pulisic,302692,Midfielder,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7444444444444445,1738,2,0,183
175,74,31,false,true,-ML-MR-,M(LR),England,gb-eng,EPL,31,0,Marc Albrighton,Marc,Albrighton,42147,Midfielder,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.744193548387098,1744,2,0,184
185,82,25,false,true,-DC-,D(C),England,tr,EPL,23,0,Çaglar Söyüncü,Çaglar,Söyüncü,317998,Defender,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.743043478260868,1816,2,0,185
195,94,28,false,true,-GK-,GK,England,fr,EPL,36,0,Alphonse Areola,Alphonse,Areola,92516,Goalkeeper,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.742222222222221,3240,2,0,186
187,89,35,false,true,-DC-DL-ML-,"D(CL),M(L)",England,at,EPL,9,0,Christian Fuchs,Christian,Fuchs,12431,Defender,14,Leicester,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.742222222222221,702,4,0,187
193,85,28,false,true,-GK-,GK,England,gb-eng,EPL,37,0,Sam Johnstone,Sam,Johnstone,105603,Goalkeeper,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.739189189189188,3330,1,0,188
191,91,28,false,true,-GK-,GK,England,br,EPL,33,0,Alisson,Alisson,Ramses Becker,114147,Goalkeeper,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.733939393939394,2970,1,0,189
185,82,28,false,true,-DL-MC-,"D(L),M(C)",England,ch,EPL,31,0,Granit Xhaka,Granit,Xhaka,89401,Midfielder,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.73258064516129,2522,7,1,190
196,80,23,false,true,-DC-DR-,D(CR),England,gb-eng,EPL,33,0,Tosin Adarabioyo,Tosin,Adarabioyo,136464,Defender,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7321212121212115,2954,1,0,191
191,86,33,false,true,-DC-,D(C),England,it,EPL,28,0,Angelo Ogbonna,Angelo,Ogbonna,23547,Defender,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.728571428571429,2493,5,0,192
190,78,23,false,true,-DC-,D(C),England,br,EPL,23,0,Gabriel Magalhães,Gabriel,dos Santos Magalhães,334087,Defender,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.72782608695652,1997,2,1,193
182,76,20,false,true,-ML-MR-,M(LR),England,gb-eng,EPL,23,0,Callum Hudson-Odoi,Callum,Hudson-Odoi,350088,Forward,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.726956521739131,1060,0,0,194
0,0,20,false,true,-DR-MR-,"D(R),M(R)",England,gb-eng,EPL,11,0,Tariq Lamptey,Tariq,Lamptey,386979,Defender,211,Brighton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.725454545454546,891,2,1,195
183,74,33,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,ie,EPL,35,0,David McGoldrick,David,McGoldrick,18501,Forward,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.724857142857143,2402,7,0,196
181,70,19,false,true,-AMR-FW-,"AM(R),FW",England,gb-eng,EPL,31,0,Mason Greenwood,Mason,Greenwood,367782,Forward,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.71967741935484,1826,2,0,197
178,68,22,false,true,-AMC-AMR-,AM(CR),England,no,EPL,14,0,Martin Ødegaard,Martin,Ødegaard,247454,Midfielder,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.718571428571429,866,0,0,198
178,68,24,false,true,-DL-ML-,"D(L),M(L)",England,es,EPL,27,0,Sergio Reguilón,Sergio,Reguilón,362275,Defender,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7162962962962975,2249,5,0,199
168,62,28,false,true,-DL-ML-,"D(L),M(L)",England,gb-eng,EPL,25,0,Conor Townsend,Conor,Townsend,108640,Defender,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7156,2235,0,0,200
186,86,21,false,true,-DC-,D(C),England,tr,EPL,9,0,Ozan Kabak,Ozan,Kabak,356743,Defender,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.715555555555557,803,3,0,201
180,78,32,false,true,-DL-DR-MR-,"D(LR),M(R)",England,gb-eng,EPL,34,0,Matthew Lowton,Matthew,Lowton,80067,Defender,184,Burnley,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.714999999999999,3060,5,0,202
193,87,27,false,true,-DC-,D(C),England,es,EPL,10,0,Pablo Marí,Pablo,Marí,141032,Defender,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.714,900,2,0,203
198,89,31,false,true,-GK-,GK,England,se,EPL,7,0,Robin Olsen,Robin,Olsen,41554,Goalkeeper,31,Everton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.7128571428571435,630,1,0,204
191,87,32,false,true,-GK-,GK,England,gb-eng,EPL,1,0,David Button,David,Button,34388,Goalkeeper,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.71,90,0,0,205
188,82,29,false,true,-DC-,D(C),England,py,EPL,14,0,Fabián Balbuena,Fabián,Balbuena,282871,Defender,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.708571428571429,1198,1,1,206
0,0,20,false,true,-DC-,D(C),England,gb-eng,EPL,9,0,Rhys Williams,Rhys,Williams,401782,Defender,26,Liverpool,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.706666666666667,661,0,0,207
180,65,28,false,true,-MC-MR-,M(CR),England,ma,EPL,23,0,Hakim Ziyech,Hakim,Ziyech,115868,Midfielder,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.706521739130435,1180,3,0,208
189,77,25,false,true,-DC-,D(C),England,pl,EPL,36,0,Jan Bednarek,Jan,Bednarek,136742,Defender,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.701666666666667,3104,5,1,209
184,76,22,false,true,-DC-DR-,D(CR),England,gb-eng,EPL,6,0,Japhet Tanganga,Japhet,Tanganga,384063,Defender,30,Tottenham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.698333333333333,489,2,0,210
0,0,21,false,true,-DL-,D(L),England,gb-eng,EPL,19,0,Tyrick Mitchell,Tyrick,Mitchell,389579,Defender,162,Crystal Palace,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.697894736842105,1710,1,0,211
183,78,20,false,true,-DC-DMC-,"D(C),DMC",England,gb-wls,EPL,25,0,Ethan Ampadu,Ethan,Ampadu,322418,Defender,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.6975999999999996,2091,3,0,212
190,80,23,false,true,-FW-,FW,England,gb-eng,EPL,22,0,Tammy Abraham,Tammy,Abraham,317506,Forward,15,Chelsea,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.695909090909091,1036,0,0,213
201,93,33,false,true,-GK-,GK,England,gb-eng,EPL,8,0,Fraser Forster,Fraser,Forster,29796,Goalkeeper,18,Southampton,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.695,720,0,0,214
187,80,26,false,true,-DC-DR-,D(CR),England,se,EPL,29,0,Victor Lindelöf,Victor,Lindelöf,100008,Defender,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.694482758620691,2586,0,0,215
180,71,25,false,true,-DC-DR-MR-,"D(CR),M(R)",England,nl,EPL,22,0,Kenny Tete,Kenny,Tete,145996,Defender,170,Fulham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.693636363636363,1483,3,0,216
190,80,32,false,true,-DC-DR-MC-MR-,"D(CR),M(CR)",England,gb-eng,EPL,31,0,Chris Basham,Chris,Basham,35607,Defender,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.69290322580645,2586,5,0,217
178,74,26,false,true,-DR-MR-,"D(R),M(R)",England,es,EPL,25,0,Héctor Bellerín,Héctor,Bellerín,125211,Defender,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.691999999999999,2093,8,0,218
165,58,25,false,true,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,pt,EPL,24,0,Daniel Podence,Daniel,Castelo Podence,300513,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.682916666666666,1679,3,0,219
178,70,24,false,true,-DC-DL-ML-,"D(CL),M(L)",England,gb-sct,EPL,27,0,Kieran Tierney,Kieran,Tierney,297403,Defender,13,Arsenal,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.680740740740741,2302,4,0,220
191,86,29,false,true,-FW-,FW,England,sn,EPL,16,0,Mbaye Diagne,Mbaye,Diagne,142072,Forward,175,West Bromwich Albion,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.675625000000001,1194,2,0,221
188,79,25,false,true,-AMC-AML-FW-,"AM(CL),FW",England,gb-sct,EPL,23,0,Oliver McBurnie,Oliver,McBurnie,138695,Forward,163,Sheffield United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.674347826086956,1319,2,0,222
170,61,34,false,true,-MC-,M(C),England,pt,EPL,33,0,João Moutinho,João Filipe Iria,Santos Moutinho,16161,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.674242424242425,2534,3,1,223
175,66,23,false,true,-MC-,M(C),England,br,EPL,33,0,Douglas Luiz,Douglas Luiz,Soares de Paulo,337883,Midfielder,24,Aston Villa,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.673939393939393,2790,8,1,224
184,71,34,false,true,-AML-AMR-FW-,"AM(LR),FW",England,uy,EPL,26,0,Edinson Cavani,Edinson,Cavani,24328,Forward,32,Manchester United,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.673076923076923,1372,4,0,225
182,77,30,false,true,-FW-MC-ML-MR-,"M(CLR),FW",England,es,EPL,26,0,Rodrigo,Rodrigo,Moreno,83459,Forward,19,Leeds,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.673076923076923,1291,3,0,226
188,82,31,false,true,-DC-DR-,D(CR),England,gb-eng,EPL,22,0,Craig Dawson,Craig,Dawson,73063,Defender,29,West Ham,8228,2020/2021,true,2,252,gb-eng,England,Premier League,6.670909090909092,1926,3,1,227
